customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,streaming_tv,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,churn
CUST-10496,Male,0,Yes,No,29,Month-to-month,DSL,No internet service,No internet service,Yes,No,Bank transfer,79.8,2319.17,1,Yes
CUST-10497,Male,0,No,No,45,One year,Fiber optic,No,No internet service,Yes,Yes,Bank transfer,81.16,3627.72,1,No
CUST-10498,Female,1,No,No,12,Month-to-month,DSL,No,Yes,No internet service,No,Electronic check,34.07,462.08,1,No
CUST-10499,Male,0,Yes,No,60,Two year,Fiber optic,No,Yes,No internet service,Yes,Electronic check,72.55,4409.96,1,No
CUST-10500,Male,1,No,No,16,Two year,Fiber optic,No,No internet service,No,Yes,Bank transfer,79.57,1257.7,2,No
CUST-10501,Female,0,Yes,No,17,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Bank transfer,69.38,1321.99,3,Yes
CUST-10502,Female,1,Yes,No,0,Two year,Fiber optic,No,No internet service,No internet service,No,Bank transfer,75.05,0.0,1,No
CUST-10503,Female,0,No,No,25,Two year,DSL,No,Yes,No internet service,No,Bank transfer,26.35,709.11,3,Yes
CUST-10504,Male,0,Yes,No,42,One year,DSL,Yes,Yes,Yes,Yes,Credit card,45.2,1850.85,2,No
CUST-10505,Male,1,Yes,Yes,51,Month-to-month,No,No,No,Yes,Yes,Bank transfer,92.32,4746.97,3,No
CUST-10506,Female,0,Yes,No,65,Two year,No,No internet service,No internet service,Yes,Yes,Electronic check,59.41,,2,No
CUST-10507,Male,0,Yes,Yes,56,One year,No,No internet service,Yes,No internet service,No,Mailed check,109.46,6079.17,2,No
CUST-10508,Male,0,No,No,23,Month-to-month,No,No,No internet service,No internet service,No,Mailed check,39.43,900.36,0,No
CUST-10509,Male,0,No,No,60,Two year,Fiber optic,No,No internet service,No,No,Bank transfer,96.28,5870.19,1,No
CUST-10510,Female,0,Yes,No,14,One year,No,Yes,Yes,Yes,No,Bank transfer,52.79,698.34,2,Yes
CUST-10511,Female,0,No,Yes,15,Two year,Fiber optic,No,Yes,No,Yes,Bank transfer,82.25,1253.84,2,Yes
CUST-10512,Female,0,Yes,Yes,26,One year,Fiber optic,No,No,Yes,No,Bank transfer,59.09,1553.11,1,No
CUST-10513,Female,0,Yes,No,39,Month-to-month,No,Yes,No,Yes,Yes,Mailed check,67.31,2622.98,4,No
CUST-10514,Female,0,No,Yes,14,Two year,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,76.91,990.18,3,Yes
CUST-10515,Male,0,No,No,65,One year,Fiber optic,No,No,Yes,Yes,Credit card,52.73,3468.88,2,No
CUST-10516,Female,0,Yes,No,19,Month-to-month,Fiber optic,No internet service,No internet service,Yes,No,Mailed check,81.02,1539.96,2,No
CUST-10517,Male,0,Yes,No,28,Month-to-month,DSL,No,Yes,No internet service,No,Electronic check,59.68,1726.23,0,Yes
CUST-10518,Male,0,No,Yes,44,Month-to-month,Fiber optic,No internet service,Yes,No,Yes,Credit card,68.56,3028.23,1,Yes
CUST-10519,Female,0,No,No,31,One year,No,No internet service,No internet service,No,No,Electronic check,18.0,561.22,4,Yes
CUST-10520,Male,0,Yes,No,29,Month-to-month,Fiber optic,No internet service,No,No,No,Mailed check,58.25,,2,No
CUST-10521,Male,0,No,No,71,Two year,DSL,No internet service,No internet service,No internet service,No,Bank transfer,90.27,6359.79,0,No
CUST-10522,Male,0,No,Yes,31,Two year,Fiber optic,No,No,No internet service,Yes,Mailed check,78.89,2523.5,1,No
CUST-10523,Female,0,No,Yes,8,One year,Fiber optic,No internet service,No internet service,No,No,Credit card,82.73,643.07,0,No
CUST-10524,Male,0,Yes,No,53,Month-to-month,Fiber optic,Yes,No internet service,No internet service,No,Mailed check,66.07,3483.58,1,No
CUST-10525,Male,0,No,No,51,One year,Fiber optic,Yes,No,No,No,Bank transfer,98.53,5089.64,1,Yes
CUST-10526,Female,0,No,No,15,Month-to-month,Fiber optic,No,No,Yes,Yes,Mailed check,70.77,1073.92,2,Yes
CUST-10527,Male,0,No,Yes,62,Two year,Fiber optic,Yes,No,No internet service,No,Mailed check,51.8,3199.78,1,No
CUST-10528,Female,0,Yes,No,28,Month-to-month,Fiber optic,No internet service,Yes,No internet service,No,Mailed check,82.1,2319.49,1,No
CUST-10529,Female,0,Yes,Yes,11,Two year,Fiber optic,No internet service,No,No,Yes,Credit card,83.45,949.25,1,No
CUST-10530,Female,0,No,Yes,12,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,77.59,925.16,2,Yes
CUST-10531,Male,0,Yes,No,52,Month-to-month,Fiber optic,No internet service,No internet service,No internet service,Yes,Mailed check,56.94,3007.0,1,No
CUST-10532,Male,0,No,No,15,Two year,DSL,Yes,No internet service,No,No,Mailed check,70.63,995.92,1,No
CUST-10533,Male,0,No,Yes,34,Month-to-month,Fiber optic,Yes,No,No,Yes,Mailed check,92.87,3170.67,5,Yes
CUST-10534,Female,0,Yes,No,53,Two year,Fiber optic,No internet service,No internet service,No internet service,Yes,Bank transfer,74.55,3991.16,2,Yes
CUST-10535,Male,0,No,Yes,62,Two year,Fiber optic,No internet service,No,Yes,Yes,Bank transfer,35.44,2228.37,4,No
CUST-10536,Male,1,No,Yes,35,Month-to-month,No,No internet service,No,No,Yes,Bank transfer,52.42,1722.65,3,No
CUST-10537,Male,0,Yes,No,66,Month-to-month,DSL,No,Yes,No internet service,Yes,Mailed check,51.49,3392.01,0,No
CUST-10538,Female,0,No,No,22,One year,No,No,Yes,Yes,Yes,Mailed check,49.91,1037.32,1,No
CUST-10539,Male,0,No,No,63,Two year,DSL,Yes,No internet service,Yes,Yes,Bank transfer,22.77,1498.8,2,No
CUST-10540,Female,0,Yes,No,18,Two year,Fiber optic,No internet service,Yes,No,No,Credit card,102.81,1831.05,3,No
CUST-10541,Male,0,No,Yes,4,Month-to-month,No,No internet service,Yes,Yes,Yes,Credit card,47.47,248.62,3,No
CUST-10542,Male,0,Yes,No,52,One year,Fiber optic,No,Yes,No,Yes,Electronic check,48.92,2482.99,1,No
CUST-10543,Male,1,Yes,No,55,Month-to-month,No,No internet service,No internet service,Yes,Yes,Electronic check,26.17,1458.88,2,No
CUST-10544,Female,1,No,Yes,67,One year,No,No,Yes,No,Yes,Bank transfer,82.33,5516.51,4,No
CUST-10545,Male,0,Yes,No,67,Two year,DSL,No internet service,Yes,No,Yes,Electronic check,63.18,4371.26,3,No
CUST-10546,Male,0,Yes,Yes,7,Two year,No,No,No,Yes,No,Bank transfer,57.98,464.76,0,No
CUST-10547,Female,0,Yes,No,45,Month-to-month,No,Yes,No,No,Yes,Mailed check,59.04,2712.49,1,Yes
CUST-10548,Female,0,No,No,51,Month-to-month,Fiber optic,No,No internet service,Yes,Yes,Electronic check,76.76,4016.15,2,No
CUST-10549,Female,0,Yes,Yes,43,Month-to-month,DSL,No,Yes,Yes,Yes,Bank transfer,55.4,2396.39,0,No
CUST-10550,Female,1,No,No,1,Month-to-month,DSL,Yes,No,No,Yes,Bank transfer,25.22,20.24,2,Yes
CUST-10551,Male,0,Yes,Yes,3,Month-to-month,No,No internet service,Yes,Yes,No,Bank transfer,39.17,106.83,0,Yes
CUST-10552,Female,0,Yes,No,48,Two year,No,Yes,Yes,No internet service,No,Credit card,38.13,1846.63,2,No
CUST-10553,Male,1,Yes,Yes,62,Month-to-month,No,No internet service,Yes,Yes,Yes,Credit card,70.51,4233.11,3,Yes
CUST-10554,Female,0,Yes,Yes,13,Month-to-month,Fiber optic,No internet service,Yes,No,Yes,Mailed check,83.6,1086.92,1,Yes
CUST-10555,Female,0,Yes,No,3,One year,DSL,No,No internet service,Yes,No,Bank transfer,94.32,294.3,2,No
CUST-10556,Female,1,No,No,29,Month-to-month,Fiber optic,No,No internet service,No,Yes,Credit card,32.3,928.91,0,No
CUST-10557,Female,0,Yes,Yes,22,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Credit card,77.41,1626.47,0,Yes
CUST-10558,Female,0,No,No,71,Two year,DSL,No internet service,No,No internet service,No,Bank transfer,52.7,3734.21,0,No
CUST-10559,Female,0,No,Yes,67,Month-to-month,DSL,Yes,Yes,Yes,No,Electronic check,120.0,7963.32,1,No
CUST-10560,Female,1,No,No,40,Month-to-month,DSL,No,No internet service,No,Yes,Mailed check,92.67,3795.49,1,Yes
CUST-10561,Male,0,Yes,No,69,One year,DSL,No,Yes,No internet service,No,Electronic check,99.04,6820.89,2,Yes
CUST-10562,Male,0,No,Yes,16,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,81.05,1193.66,2,No
CUST-10563,Male,0,No,No,72,Month-to-month,Fiber optic,No internet service,Yes,No internet service,Yes,Mailed check,72.64,5219.75,0,No
CUST-10564,Female,0,No,No,32,Month-to-month,Fiber optic,No,No,Yes,No,Mailed check,56.95,1867.17,3,No
CUST-10565,Male,1,No,No,34,Month-to-month,Fiber optic,Yes,No internet service,Yes,No,Credit card,53.01,1811.14,1,No
CUST-10566,Male,0,Yes,No,3,Two year,No,Yes,No,No internet service,No,Mailed check,49.0,101.31,0,No
CUST-10567,Male,1,No,No,12,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,77.35,894.29,1,Yes
CUST-10568,Female,0,Yes,No,14,Month-to-month,Fiber optic,No,No internet service,No,No,Electronic check,96.21,1332.6,2,Yes
CUST-10569,Female,0,No,No,35,Month-to-month,Fiber optic,No,No internet service,Yes,No,Electronic check,57.86,2003.12,1,No
CUST-10570,Female,1,No,No,13,Two year,Fiber optic,No,Yes,No,Yes,Mailed check,50.55,594.17,1,Yes
CUST-10571,Male,0,No,No,7,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,35.33,243.93,0,Yes
CUST-10572,Male,0,Yes,No,44,Two year,Fiber optic,No,No,No internet service,No,Mailed check,69.89,3008.47,2,No
CUST-10573,Male,1,Yes,No,63,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,89.59,5691.62,1,No
CUST-10574,Male,0,No,No,5,Two year,Fiber optic,Yes,No,No internet service,No,Mailed check,90.59,506.51,0,No
CUST-10575,Male,0,No,No,40,Month-to-month,Fiber optic,Yes,No internet service,No internet service,Yes,Bank transfer,92.57,,4,No
CUST-10576,Female,1,Yes,No,70,Month-to-month,DSL,No internet service,No internet service,No internet service,Yes,Electronic check,73.31,5095.87,1,No
CUST-10577,Female,0,Yes,No,29,Month-to-month,Fiber optic,No internet service,Yes,No internet service,No,Credit card,66.8,1916.05,2,No
CUST-10578,Female,0,Yes,No,13,Month-to-month,Fiber optic,Yes,No internet service,No,No,Mailed check,90.65,1176.87,2,Yes
CUST-10579,Male,0,No,No,5,One year,Fiber optic,Yes,No internet service,No,Yes,Electronic check,42.8,226.84,2,No
CUST-10580,Male,0,Yes,No,68,One year,Fiber optic,No,No,Yes,Yes,Electronic check,56.18,3843.39,3,No
CUST-10581,Female,0,Yes,No,29,One year,DSL,No,No,Yes,No,Bank transfer,99.22,2899.37,2,Yes
CUST-10582,Male,0,No,No,7,Month-to-month,DSL,No,Yes,No,No,Bank transfer,43.51,382.26,1,No
CUST-10583,Male,0,Yes,Yes,63,One year,Fiber optic,No,No,No,Yes,Electronic check,64.31,4054.55,1,No
CUST-10584,Male,0,No,No,58,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Mailed check,77.63,4437.42,0,No
CUST-10585,Female,0,Yes,Yes,51,Two year,DSL,No,No internet service,No internet service,Yes,Electronic check,66.65,3318.69,1,No
CUST-10586,Female,0,No,Yes,6,One year,DSL,No internet service,Yes,No internet service,Yes,Credit card,87.99,609.73,1,No
CUST-10587,Male,0,No,No,6,One year,DSL,No,No,Yes,Yes,Mailed check,95.51,598.54,2,No
CUST-10588,Female,0,No,No,15,Two year,Fiber optic,No internet service,No,Yes,No,Credit card,74.59,1129.17,0,No
CUST-10589,Female,0,Yes,No,11,One year,DSL,No internet service,No internet service,No internet service,Yes,Bank transfer,92.8,1043.25,1,No
CUST-10590,Female,0,Yes,Yes,38,One year,Fiber optic,No internet service,No internet service,Yes,Yes,Credit card,46.43,1772.35,0,No
CUST-10591,Female,1,Yes,No,28,Month-to-month,Fiber optic,No,No internet service,Yes,Yes,Bank transfer,61.85,1753.46,1,Yes
CUST-10592,Male,0,No,No,55,One year,No,No,Yes,Yes,Yes,Electronic check,113.1,6201.87,2,No
CUST-10593,Female,0,Yes,No,7,Month-to-month,Fiber optic,No,Yes,No internet service,Yes,Bank transfer,103.86,779.78,1,Yes
CUST-10594,Male,1,Yes,No,53,Month-to-month,DSL,Yes,No,Yes,Yes,Mailed check,39.46,2065.14,2,No
CUST-10595,Female,0,Yes,No,68,Two year,Fiber optic,No,No,Yes,Yes,Credit card,64.74,4357.16,1,No
CUST-10596,Female,0,No,Yes,9,Month-to-month,Fiber optic,Yes,Yes,No,No,Mailed check,67.72,524.94,1,No
CUST-10597,Female,0,No,Yes,47,One year,DSL,No,No internet service,No,Yes,Electronic check,73.33,3434.62,1,Yes
CUST-10598,Female,0,No,Yes,37,Month-to-month,No,Yes,Yes,No internet service,Yes,Electronic check,90.48,3411.14,0,Yes
CUST-10599,Female,0,No,No,6,Month-to-month,Fiber optic,No,Yes,Yes,No,Bank transfer,101.78,587.81,0,Yes
CUST-10600,Female,0,No,Yes,21,Two year,DSL,No internet service,No internet service,Yes,Yes,Electronic check,65.75,1311.82,6,No
CUST-10601,Female,0,Yes,Yes,57,Month-to-month,DSL,No,No internet service,No,Yes,Bank transfer,87.44,4998.32,1,No
CUST-10602,Female,0,Yes,Yes,63,One year,No,No internet service,No,No,No,Electronic check,77.96,4878.93,0,No
CUST-10603,Male,1,Yes,Yes,26,One year,No,No,Yes,No,Yes,Electronic check,64.58,1756.49,2,Yes
CUST-10604,Female,0,Yes,No,7,Two year,No,No internet service,Yes,Yes,Yes,Bank transfer,31.04,271.01,1,No
CUST-10605,Female,0,Yes,Yes,17,Month-to-month,DSL,Yes,Yes,No,No,Mailed check,85.37,1387.75,4,No
CUST-10606,Male,0,Yes,No,61,Two year,Fiber optic,No internet service,No,No internet service,Yes,Bank transfer,77.1,4694.41,2,No
CUST-10607,Female,1,Yes,Yes,41,Month-to-month,DSL,No internet service,No,No internet service,No,Electronic check,72.79,2946.63,1,Yes
CUST-10608,Female,0,Yes,Yes,31,Month-to-month,Fiber optic,No internet service,No,No internet service,Yes,Electronic check,45.37,1348.44,2,Yes
CUST-10609,Female,0,No,Yes,0,Month-to-month,Fiber optic,Yes,No internet service,Yes,Yes,Electronic check,104.18,0.0,0,No
CUST-10610,Female,0,No,No,57,Month-to-month,No,No internet service,No internet service,No internet service,Yes,Mailed check,68.05,3919.76,1,No
CUST-10611,Male,0,No,Yes,33,Month-to-month,Fiber optic,No internet service,No internet service,No internet service,Yes,Mailed check,42.17,1387.52,1,No
CUST-10612,Female,0,Yes,No,39,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,38.95,,1,Yes
CUST-10613,Male,0,Yes,Yes,61,Month-to-month,DSL,No,No,Yes,Yes,Electronic check,78.55,4681.24,1,Yes
CUST-10614,Female,0,No,No,41,One year,Fiber optic,No,Yes,No,Yes,Mailed check,79.14,3211.45,0,No
CUST-10615,Female,1,No,Yes,67,Month-to-month,DSL,Yes,Yes,No internet service,Yes,Credit card,55.74,3762.17,4,Yes
CUST-10616,Male,0,Yes,No,40,Month-to-month,No,No,No internet service,No,Yes,Electronic check,74.25,2902.9,1,No
CUST-10617,Male,0,Yes,No,25,Month-to-month,DSL,No,No,Yes,Yes,Credit card,78.35,2022.88,1,Yes
CUST-10618,Male,0,Yes,Yes,67,Month-to-month,Fiber optic,Yes,No internet service,Yes,No,Mailed check,67.8,4513.42,2,No
CUST-10619,Male,0,No,Yes,46,One year,DSL,No,Yes,No,Yes,Bank transfer,50.97,2354.31,0,No
CUST-10620,Male,0,Yes,No,55,Two year,Fiber optic,No,No internet service,No internet service,No,Bank transfer,84.23,4612.69,1,No
CUST-10621,Male,0,No,Yes,16,One year,DSL,No internet service,Yes,No,Yes,Bank transfer,81.75,1249.18,2,No
CUST-10622,Male,0,Yes,Yes,48,One year,Fiber optic,Yes,Yes,No internet service,Yes,Credit card,76.35,3686.81,0,Yes
CUST-10623,Male,0,No,No,40,Month-to-month,Fiber optic,No internet service,Yes,No internet service,No,Credit card,48.33,1903.3,1,No
CUST-10624,Female,0,No,Yes,7,Two year,Fiber optic,No internet service,Yes,No internet service,No,Electronic check,38.38,227.01,1,No
CUST-10625,Male,0,No,No,18,Month-to-month,No,No internet service,No,No,Yes,Mailed check,66.53,1078.73,2,Yes
CUST-10626,Male,0,Yes,No,66,Month-to-month,DSL,Yes,Yes,No internet service,Yes,Bank transfer,83.59,5582.07,1,No
CUST-10627,Male,0,No,No,41,Month-to-month,Fiber optic,No,Yes,Yes,No,Bank transfer,85.81,3518.52,1,Yes
CUST-10628,Female,0,No,Yes,56,Month-to-month,No,No,No internet service,Yes,Yes,Credit card,76.69,4349.97,2,No
CUST-10629,Male,0,Yes,No,12,Two year,DSL,No internet service,Yes,No internet service,Yes,Bank transfer,55.99,702.89,3,No
CUST-10630,Female,0,Yes,No,15,Month-to-month,No,No internet service,No,No internet service,Yes,Mailed check,48.92,789.12,1,Yes
CUST-10631,Male,0,Yes,Yes,68,Month-to-month,No,No,No internet service,Yes,Yes,Credit card,64.66,4368.67,1,No
CUST-10632,Male,1,Yes,No,30,Month-to-month,No,Yes,No,No,No,Bank transfer,64.85,1876.88,1,No
CUST-10633,Male,1,Yes,No,64,Two year,Fiber optic,No internet service,Yes,Yes,No,Credit card,87.15,5615.73,1,No
CUST-10634,Male,0,No,No,59,One year,Fiber optic,No,Yes,Yes,Yes,Bank transfer,55.41,3275.7,0,No
CUST-10635,Female,0,No,Yes,24,Two year,Fiber optic,Yes,No internet service,No,Yes,Electronic check,57.07,1346.36,1,No
CUST-10636,Male,0,No,Yes,69,Two year,Fiber optic,No internet service,No internet service,No,Yes,Credit card,106.1,7358.04,0,No
CUST-10637,Male,0,No,No,56,Two year,No,No internet service,No,No internet service,No,Bank transfer,96.02,5392.53,0,No
CUST-10638,Female,0,No,No,9,Month-to-month,DSL,No,No internet service,No internet service,No,Electronic check,47.34,458.01,2,Yes
CUST-10639,Female,1,No,No,6,Month-to-month,Fiber optic,No,Yes,No internet service,Yes,Mailed check,94.38,515.16,1,Yes
CUST-10640,Female,1,Yes,Yes,9,Month-to-month,Fiber optic,No,Yes,Yes,No,Mailed check,42.56,431.92,0,No
CUST-10641,Female,0,No,No,54,Month-to-month,DSL,Yes,No internet service,No internet service,Yes,Mailed check,56.32,3041.05,1,No
CUST-10642,Female,0,Yes,Yes,10,One year,Fiber optic,No internet service,No internet service,No,Yes,Bank transfer,58.6,640.24,3,No
CUST-10643,Male,0,Yes,No,20,Month-to-month,Fiber optic,No internet service,No,Yes,Yes,Bank transfer,63.45,1317.41,1,No
CUST-10644,Female,0,Yes,No,31,Month-to-month,Fiber optic,No internet service,No,No,Yes,Electronic check,77.4,2433.71,1,Yes
CUST-10645,Male,1,No,Yes,9,One year,No,No internet service,No internet service,Yes,Yes,Bank transfer,67.13,598.61,2,No
CUST-10646,Male,0,Yes,Yes,24,Month-to-month,Fiber optic,No,No,No,No,Mailed check,77.29,1890.44,0,Yes
CUST-10647,Female,1,No,Yes,49,Month-to-month,No,No internet service,No,No internet service,Yes,Electronic check,56.96,2846.58,0,Yes
CUST-10648,Female,0,No,No,70,Month-to-month,Fiber optic,No internet service,No,No internet service,Yes,Credit card,72.48,5103.94,0,No
CUST-10649,Female,0,Yes,No,34,One year,No,Yes,No,Yes,No,Mailed check,66.58,2273.85,0,No
CUST-10650,Male,0,Yes,No,54,Month-to-month,DSL,No,No,Yes,No,Electronic check,37.23,2046.01,2,Yes
CUST-10651,Female,0,Yes,No,38,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,74.66,2810.79,0,Yes
CUST-10652,Male,0,No,No,34,Month-to-month,No,No,No internet service,Yes,Yes,Credit card,66.92,2350.98,1,Yes
CUST-10653,Female,0,Yes,No,37,One year,DSL,No internet service,No,No internet service,No,Electronic check,50.72,1792.55,1,Yes
CUST-10654,Female,0,No,No,69,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Electronic check,56.5,3900.22,0,No
CUST-10655,Female,1,Yes,No,4,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Credit card,56.99,207.66,0,Yes
CUST-10656,Female,0,No,No,37,Two year,Fiber optic,Yes,No,Yes,Yes,Bank transfer,60.1,2191.66,0,No
CUST-10657,Female,0,No,No,3,Two year,No,No internet service,Yes,No,Yes,Mailed check,100.18,315.8,4,No
CUST-10658,Male,0,No,No,63,Month-to-month,Fiber optic,No internet service,Yes,No internet service,No,Mailed check,106.81,6672.76,1,No
CUST-10659,Male,0,No,No,43,Month-to-month,No,No,Yes,No internet service,No,Bank transfer,18.0,881.6,1,No
CUST-10660,Male,0,Yes,No,3,Month-to-month,Fiber optic,No,Yes,No internet service,Yes,Bank transfer,74.76,156.67,1,No
CUST-10661,Female,0,No,No,45,One year,Fiber optic,Yes,Yes,No,No,Electronic check,84.1,3736.94,0,No
CUST-10662,Male,0,Yes,Yes,31,Month-to-month,No,Yes,No internet service,Yes,Yes,Mailed check,60.68,1828.8,1,Yes
CUST-10663,Male,0,Yes,No,3,Two year,Fiber optic,No internet service,No internet service,No internet service,No,Credit card,83.56,260.6,2,Yes
CUST-10664,Female,1,Yes,Yes,71,Two year,DSL,No,Yes,No internet service,Yes,Electronic check,98.08,7014.41,2,No
CUST-10665,Female,0,No,No,27,One year,Fiber optic,Yes,No,No,Yes,Credit card,37.56,1040.42,2,No
CUST-10666,Female,1,No,No,1,Month-to-month,Fiber optic,No,Yes,No internet service,Yes,Mailed check,67.68,141.3,5,Yes
CUST-10667,Female,0,No,No,44,Two year,Fiber optic,No internet service,No internet service,Yes,No,Electronic check,104.13,4540.36,2,No
CUST-10668,Female,0,Yes,Yes,27,One year,Fiber optic,No,No,No,Yes,Bank transfer,40.24,1119.42,3,No
CUST-10669,Male,0,Yes,No,47,One year,Fiber optic,No internet service,Yes,No internet service,Yes,Bank transfer,62.7,2931.72,0,No
CUST-10670,Female,0,No,No,11,Month-to-month,No,No,No,No,Yes,Mailed check,56.03,627.73,3,Yes
CUST-10671,Female,0,No,No,60,One year,DSL,No,No,No internet service,Yes,Credit card,86.04,5217.83,1,No
CUST-10672,Female,0,No,No,30,Two year,Fiber optic,No internet service,Yes,No internet service,Yes,Electronic check,88.82,2579.99,2,Yes
CUST-10673,Male,0,Yes,No,30,Two year,Fiber optic,No,Yes,No internet service,Yes,Electronic check,68.25,2147.05,2,Yes
CUST-10674,Female,0,Yes,No,58,One year,DSL,Yes,Yes,Yes,Yes,Bank transfer,65.64,3799.86,2,No
CUST-10675,Female,0,Yes,Yes,40,Month-to-month,Fiber optic,No,No internet service,No,No,Bank transfer,30.62,1144.47,2,No
CUST-10676,Female,0,No,No,0,Month-to-month,Fiber optic,No,No internet service,No,No,Bank transfer,93.46,0.0,2,Yes
CUST-10677,Male,0,Yes,No,42,One year,No,No,No internet service,No,Yes,Credit card,57.94,2438.6,0,No
CUST-10678,Female,0,No,Yes,47,Two year,Fiber optic,No,No,No internet service,Yes,Credit card,62.15,2886.4,1,No
CUST-10679,Female,1,Yes,No,22,One year,DSL,No internet service,No,Yes,Yes,Bank transfer,84.43,1755.07,2,Yes
CUST-10680,Female,0,Yes,No,13,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Bank transfer,68.95,901.19,1,No
CUST-10681,Male,1,No,No,3,Month-to-month,No,Yes,No,Yes,No,Credit card,85.08,219.15,2,Yes
CUST-10682,Female,0,Yes,No,61,One year,Fiber optic,Yes,Yes,No internet service,Yes,Credit card,77.07,4733.83,0,Yes
CUST-10683,Female,0,Yes,No,0,Two year,DSL,No,No internet service,No internet service,No,Electronic check,69.08,0.0,0,No
CUST-10684,Male,0,No,Yes,42,Month-to-month,No,No internet service,No internet service,Yes,Yes,Bank transfer,71.21,3103.9,1,Yes
CUST-10685,Female,0,Yes,No,61,Month-to-month,DSL,Yes,Yes,No internet service,No,Credit card,42.54,2620.62,1,No
CUST-10686,Male,0,No,No,25,Two year,DSL,No,No internet service,Yes,No,Electronic check,62.02,1560.34,3,No
CUST-10687,Female,0,Yes,No,14,Month-to-month,Fiber optic,No,No,No,No,Credit card,86.68,1244.68,0,Yes
CUST-10688,Male,0,Yes,No,52,Month-to-month,Fiber optic,No internet service,No,Yes,No,Bank transfer,47.03,2354.48,2,No
CUST-10689,Female,1,Yes,No,46,Month-to-month,No,No internet service,No internet service,No internet service,Yes,Electronic check,50.69,2306.89,3,No
CUST-10690,Female,0,Yes,No,1,Month-to-month,DSL,Yes,No internet service,No internet service,Yes,Bank transfer,47.41,136.56,1,No
CUST-10691,Female,0,Yes,Yes,42,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Mailed check,68.07,2842.93,1,No
CUST-10692,Female,0,No,No,0,One year,Fiber optic,No internet service,No internet service,No internet service,No,Mailed check,93.05,0.0,1,No
CUST-10693,Female,0,Yes,No,29,One year,No,Yes,No,No internet service,No,Bank transfer,75.94,2178.94,2,Yes
CUST-10694,Male,0,Yes,No,22,One year,No,No,Yes,Yes,Yes,Bank transfer,21.46,545.35,2,No
CUST-10695,Male,0,No,Yes,60,One year,Fiber optic,Yes,No internet service,No,No,Credit card,77.97,4665.97,1,No
CUST-10696,Female,0,Yes,No,71,Month-to-month,DSL,No internet service,No,Yes,Yes,Mailed check,56.16,3924.77,1,No
CUST-10697,Female,0,Yes,Yes,50,Month-to-month,DSL,Yes,Yes,No internet service,Yes,Electronic check,75.19,3888.44,1,Yes
CUST-10698,Male,0,No,No,53,Month-to-month,No,No,Yes,No,Yes,Credit card,62.01,,1,No
CUST-10699,Male,0,No,No,1,Month-to-month,Fiber optic,No,Yes,No internet service,Yes,Mailed check,47.79,42.92,0,Yes
CUST-10700,Female,0,Yes,Yes,4,One year,Fiber optic,Yes,Yes,No,Yes,Credit card,63.57,212.19,3,Yes
CUST-10701,Female,1,Yes,No,56,Month-to-month,No,No internet service,No,No,No,Credit card,56.17,3110.44,0,Yes
CUST-10702,Male,1,Yes,No,31,One year,No,No,No,Yes,Yes,Electronic check,71.15,2152.66,4,No
CUST-10703,Male,0,No,Yes,37,Month-to-month,Fiber optic,No,No internet service,No internet service,Yes,Mailed check,47.28,1722.36,2,No
CUST-10704,Male,0,Yes,No,50,Month-to-month,No,Yes,Yes,Yes,Yes,Electronic check,42.5,2174.2,0,No
CUST-10705,Female,0,No,No,25,Month-to-month,DSL,Yes,No,No,Yes,Bank transfer,79.64,1895.9,3,No
CUST-10706,Male,0,Yes,Yes,49,Month-to-month,Fiber optic,Yes,No,No,No,Credit card,87.18,4334.86,1,Yes
CUST-10707,Female,0,Yes,No,53,One year,No,No,No,No internet service,No,Bank transfer,76.6,4114.22,2,No
CUST-10708,Male,0,No,No,17,Two year,DSL,No internet service,No internet service,No,Yes,Mailed check,52.02,909.79,0,No
CUST-10709,Male,0,Yes,Yes,50,Month-to-month,DSL,No internet service,Yes,Yes,No,Credit card,50.2,2516.31,2,No
CUST-10710,Female,1,Yes,Yes,12,One year,Fiber optic,No internet service,No,Yes,No,Electronic check,51.35,630.03,3,Yes
CUST-10711,Female,0,No,No,22,One year,Fiber optic,No,Yes,Yes,No,Electronic check,82.81,1892.99,2,No
CUST-10712,Female,1,No,No,56,Month-to-month,DSL,Yes,No,No,Yes,Mailed check,48.5,2628.71,5,Yes
CUST-10713,Female,0,Yes,No,71,Month-to-month,DSL,Yes,Yes,No internet service,Yes,Credit card,82.68,5906.64,0,No
